timestamp,server_id,device_id,connection,slave_id,point_name,address,register,unit,value
2025-09-29T14:49:52.040974+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:49:52.040989+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:49:52.041012+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:49:57.041154+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,22
2025-09-29T14:49:57.041218+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:49:57.041182+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:49:57.041447+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,58
2025-09-29T14:49:57.041516+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:49:57.041584+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:49:57.04167+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:49:57.041703+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:49:57.041727+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:49:57.041837+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:49:57.041846+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:49:57.041876+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:02.040648+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:02.040639+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:02.040668+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,23
2025-09-29T14:50:02.04088+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:02.04089+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,60
2025-09-29T14:50:02.040884+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:02.041012+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:02.041036+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:02.041022+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:50:02.041128+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:02.041117+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:02.041146+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,1
2025-09-29T14:50:07.040964+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:07.041004+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:07.040944+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,24
2025-09-29T14:50:07.041222+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:07.04131+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:07.04133+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,57
2025-09-29T14:50:07.041458+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:07.041507+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:07.041526+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,0
2025-09-29T14:50:07.04163+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:07.041671+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:07.041664+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:12.040583+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,25
2025-09-29T14:50:12.040603+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:12.040607+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:12.040778+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,56
2025-09-29T14:50:12.040799+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:12.040824+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:12.040915+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:50:12.040968+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:12.040973+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:12.041015+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:12.041082+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:12.041082+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:17.040589+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:17.040578+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,21
2025-09-29T14:50:17.040541+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:17.040843+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:17.040838+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,55
2025-09-29T14:50:17.040841+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:17.041014+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,0
2025-09-29T14:50:17.041035+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:17.041013+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:17.041212+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:17.041254+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:17.041215+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:22.041092+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:22.041071+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:22.041104+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,22
2025-09-29T14:50:22.041252+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:22.041277+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,58
2025-09-29T14:50:22.041265+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:22.041336+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:22.041386+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:50:22.041398+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:22.041456+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:22.041495+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:22.041495+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:27.040665+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:27.040736+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,23
2025-09-29T14:50:27.04069+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:27.040917+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:27.040963+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:27.040954+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,60
2025-09-29T14:50:27.041064+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:27.041105+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:27.041152+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:50:27.041155+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:27.041276+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:27.041323+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,1
2025-09-29T14:50:32.040815+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:32.040797+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:32.040855+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,24
2025-09-29T14:50:32.0411+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:32.041106+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:32.04119+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,57
2025-09-29T14:50:32.041284+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:32.041341+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:32.041342+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,0
2025-09-29T14:50:32.041403+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:32.041533+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:32.041537+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:37.040762+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,25
2025-09-29T14:50:37.040736+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:37.040789+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:37.040977+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,56
2025-09-29T14:50:37.041079+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:37.041131+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:50:37.041111+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:37.041256+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:37.041295+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:37.041339+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:37.041393+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:37.041444+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:42.040716+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,21
2025-09-29T14:50:42.04069+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:42.040661+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:42.040943+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:42.040937+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:42.040923+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,55
2025-09-29T14:50:42.041108+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:42.041157+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:42.041226+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:42.041171+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,0
2025-09-29T14:50:42.0413+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:42.041372+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:47.040769+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:47.04072+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:50:47.040753+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,22
2025-09-29T14:50:47.040987+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:47.04111+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,58
2025-09-29T14:50:47.041097+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:50:47.041217+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:47.041234+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:50:47.041257+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:47.041368+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:47.041512+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:50:47.041502+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:52.04102+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,23
2025-09-29T14:50:52.041055+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:52.040996+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:50:52.041242+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:52.041224+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,60
2025-09-29T14:50:52.041285+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:50:52.041386+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:50:52.041382+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:52.041478+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:52.041528+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,1
2025-09-29T14:50:52.041598+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:52.041651+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:57.041026+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,24
2025-09-29T14:50:57.040998+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:57.041041+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:50:57.041225+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:57.041231+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:50:57.041228+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,57
2025-09-29T14:50:57.041341+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:57.04139+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:50:57.041404+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,0
2025-09-29T14:50:57.041469+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:50:57.041589+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:50:57.041569+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:51:02.040852+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,25
2025-09-29T14:51:02.040886+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:51:02.040911+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,23
2025-09-29T14:51:02.041069+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,56
2025-09-29T14:51:02.041108+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:51:02.04117+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,60
2025-09-29T14:51:02.041264+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:51:02.04131+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:51:02.041234+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
2025-09-29T14:51:02.041401+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:51:02.041457+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,1
2025-09-29T14:51:02.041466+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:51:07.041046+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:51:07.041075+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,25
2025-09-29T14:51:07.041137+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,21
2025-09-29T14:51:07.041269+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:51:07.041299+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,56
2025-09-29T14:51:07.041302+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,55
2025-09-29T14:51:07.041383+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:51:07.04145+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,0
2025-09-29T14:51:07.041442+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:51:07.041491+08:00,plc_server_2,device_005,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:51:07.041574+08:00,plc_server_1,device_001,0.0.0.0:1502,1,alarm,2,discrete,,0
2025-09-29T14:51:07.041592+08:00,plc_server_2,device_004,0.0.0.0:1503,1,alarm,2,discrete,,0
2025-09-29T14:51:12.041116+08:00,plc_server_1,device_001,0.0.0.0:1502,1,temperature,1,holding,,22
2025-09-29T14:51:12.041086+08:00,plc_server_2,device_005,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:51:12.04115+08:00,plc_server_2,device_004,0.0.0.0:1503,1,temperature,1,holding,,22
2025-09-29T14:51:12.04132+08:00,plc_server_1,device_001,0.0.0.0:1502,1,humidity,0,input,,58
2025-09-29T14:51:12.041323+08:00,plc_server_2,device_005,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:51:12.041355+08:00,plc_server_2,device_004,0.0.0.0:1503,1,humidity,0,input,,58
2025-09-29T14:51:12.041473+08:00,plc_server_2,device_005,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:51:12.04149+08:00,plc_server_2,device_004,0.0.0.0:1503,1,pump,5,coil,,1
2025-09-29T14:51:12.041471+08:00,plc_server_1,device_001,0.0.0.0:1502,1,pump,5,coil,,1
